category_list,funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,fail,operating,success
Analytics|Big Data|Data Centers|Development Platforms,3883838.0,operating,USA,Boulder,2,2014-09-11,2015-07-30,2014,operating,0,1,0
Advertising|Media|Technology,31634312.0,ipo,AUS,South Melbourne,7,2007-02-14,2014-07-03,2007,success,0,0,1
Games|Toys,40000.0,operating,CHL,Santiago,2,2012-11-28,2014-03-01,2011,operating,0,1,0
Biotechnology,32035151.0,operating,USA,Natick,5,2011-09-16,2015-03-31,2011,operating,0,1,0
Manufacturing,22900000.0,operating,IND,Bengaluru,1,2013-09-16,2013-09-16,1992,operating,0,1,0
Clean Technology|Distribution,3400000.0,operating,IND,Chennai,3,2012-04-01,2015-01-21,2010,operating,0,1,0
Enterprise Software|Licensing,15968956.0,operating,USA,New York,5,2007-02-15,2013-09-10,2003,operating,0,1,0
Music,2330000.0,acquired,USA,Palo Alto,1,2005-08-01,2005-08-01,2004,success,0,0,1
Biotechnology,30000000.0,ipo,USA,Morris Plains,1,2014-05-08,2014-05-08,1982,success,0,0,1
Education,20106.0,operating,USA,San Francisco,1,2014-08-01,2014-08-01,2012,operating,0,1,0
Consulting,190000.0,acquired,ESP,Madrid,1,2006-09-15,2006-09-15,2012,success,0,0,1
Consulting|Employment|Video,134229.0,operating,SWE,Stockholm,1,2014-11-25,2014-11-25,2014,operating,0,1,0
Education,250000.0,operating,IND,Bangalore,1,2014-08-14,2014-08-14,2013,operating,0,1,0
Biotechnology|Health and Wellness|Pharmaceuticals,,acquired,USA,Cleveland,1,2007-08-07,2007-08-07,1998,success,0,0,1
SaaS,135002.0,operating,AUT,Vienna,1,2013-11-06,2013-11-06,2013,operating,0,1,0
Software,6629950.0,acquired,USA,Cincinnati,3,2008-02-01,2013-11-04,1998,success,0,0,1
Business Productivity|Enterprise Software|Productivity Software,130000.0,operating,USA,San Francisco,3,2012-10-01,2013-12-13,2013,operating,0,1,0
Security,,operating,SWE,Malmö,1,2014-10-01,2014-10-01,2012,operating,0,1,0
Curated Web|Reviews and Recommendations,6000000.0,operating,USA,New York,2,2006-12-20,2007-07-31,2004,operating,0,1,0
Advertising|Services|Software,20000000.0,acquired,USA,Bellevue,1,2011-09-01,2011-09-01,2007,success,0,0,1
E-Commerce,45000000.0,operating,USA,North Hills,1,2010-04-14,2010-04-14,1991,operating,0,1,0
Home & Garden|Internet|Online Rental|Real Estate|Social Network Media,154000.0,closed,USA,West Hollywood,1,2011-08-01,2011-08-01,2010,fail,1,0,0
E-Commerce|Online Shopping,1500000.0,operating,USA,San Francisco,1,2010-10-22,2010-10-22,2009,operating,0,1,0
Fashion|Gift Card|Home & Garden|Jewelry|Mobile|Online Shopping|Shoes|Sports,40180000.0,operating,IND,Gurgaon,4,2010-01-01,2013-04-25,2009,operating,0,1,0
Hospitality|iPhone|Mobile|Restaurants,,acquired,ITA,Roma,1,2011-12-30,2011-12-30,2011,success,0,0,1
Career Management|Collaboration|Shared Services,,operating,USA,San Francisco,2,2012-09-01,2014-01-27,2012,operating,0,1,0
Video Streaming,,operating,USA,Dublin,1,2008-02-01,2008-02-01,2008,operating,0,1,0
Software,,operating,USA,San Francisco,1,2012-12-20,2012-12-20,2012,operating,0,1,0
Android|Medical Devices|Mobile,,operating,USA,Mountain View,1,2015-01-09,2015-01-09,2014,operating,0,1,0
B2B|E-Commerce|Manufacturing,250000.0,operating,ISR,Tel Aviv,1,2012-01-01,2012-01-01,2012,operating,0,1,0
Games,1077500.0,operating,USA,Seminole,3,2012-06-06,2013-02-22,2008,operating,0,1,0
Business Services|Finance,800000.0,acquired,USA,New York,2,2011-12-08,2013-07-01,2012,success,0,0,1
Clean Technology|Local Businesses|Marketplaces,198260.0,operating,USA,San Francisco,1,2013-09-01,2013-09-01,2013,operating,0,1,0
Software,40000.0,operating,USA,San Francisco,1,2012-04-11,2012-04-11,2012,operating,0,1,0
Biotechnology,75289893.0,operating,USA,New York,2,2013-05-17,2013-09-01,2002,operating,0,1,0
Software,14000000.0,operating,GBR,Newbury,1,1999-11-22,1999-11-22,2012,operating,0,1,0
Biotechnology,,operating,USA,San Francisco,1,2014-09-05,2014-09-05,2012,operating,0,1,0
Curated Web,3000000.0,closed,SWE,Stockholm,1,2008-10-31,2008-10-31,2006,fail,1,0,0
Digital Media|Internet TV|Services,,operating,USA,Santa Monica,1,2014-11-22,2014-11-22,2014,operating,0,1,0
Apps|Media|Mobile,2000000.0,operating,USA,Raleigh,2,2015-07-07,2015-07-20,2014,operating,0,1,0
Enterprise Software,5000000.0,operating,USA,Redwood City,1,2013-05-22,2013-05-22,2013,operating,0,1,0
Audio|E-Commerce|Employment|Enterprises|Music|Telecommunications,25000.0,operating,USA,Los Angeles,1,2014-03-10,2014-03-10,2012,operating,0,1,0
Agriculture|Big Data|Drones,,operating,USA,San Francisco,1,2014-03-24,2014-03-24,2012,operating,0,1,0
Enterprise Software|Flash Storage|Storage|Virtualization,30000000.0,operating,USA,Mountain View,2,2010-08-25,2013-05-15,2006,operating,0,1,0
Mobile,15700000.0,operating,USA,San Francisco,2,2013-07-01,2015-04-17,1996,operating,0,1,0
Health and Wellness|Health Care,8532000.0,operating,USA,Norwalk,5,2011-05-12,2014-08-20,2009,operating,0,1,0
Information Security|Software,2625001.0,operating,USA,Waltham,2,2013-12-11,2014-12-01,2011,operating,0,1,0
Finance|Incubators|Internet|Mobile|Software|Startups|Training,7500000.0,operating,USA,Buffalo,3,2012-07-01,2015-01-06,2012,operating,0,1,0
Cyber Security|Intelligent Systems|IT and Cybersecurity|Risk Management|Security,3000000.0,operating,ISR,Tel Aviv,1,2015-10-21,2015-10-21,2012,operating,0,1,0
EdTech|Education,3000000.0,closed,USA,Studio City,1,2011-11-07,2011-11-07,2009,fail,1,0,0
Games,10618475.0,operating,KOR,Seoul,2,2011-12-01,2012-03-22,2012,operating,0,1,0
Software,1300000.0,operating,GBR,London,1,2013-10-28,2013-10-28,2005,operating,0,1,0
Energy|Oil|Oil & Gas,220000000.0,operating,USA,Houston,1,2014-12-02,2014-12-02,2012,operating,0,1,0
Education,1785830.0,operating,KOR,Seongnam,4,2013-01-17,2014-08-01,2011,operating,0,1,0
Transportation,,operating,USA,Herriman,1,2013-11-25,2013-11-25,2013,operating,0,1,0
Entertainment|Games,,operating,USA,Savannah,1,2012-05-24,2012-05-24,2010,operating,0,1,0
Hardware + Software|Health and Wellness|Kinect|Medical,630355.0,operating,ESP,Noáin,2,2011-12-12,2013-04-01,2011,operating,0,1,0
Media|News|Publishing,50000.0,operating,USA,San Francisco,1,2011-11-01,2011-11-01,2012,operating,0,1,0
Biotechnology,22804222.0,operating,USA,San Antonio,10,2009-06-29,2015-07-27,2003,operating,0,1,0
Cloud Infrastructure|Cloud Management|Education|Mobile Devices,41250.0,operating,HKG,Hong Kong,1,2014-01-01,2014-01-01,2013,operating,0,1,0
Messaging,,operating,MYS,Petaling Jaya,1,2010-05-17,2010-05-17,2010,operating,0,1,0
Biotechnology,1668447.0,closed,USA,Scottsdale,1,2012-10-09,2012-10-09,2010,fail,1,0,0
Advertising|Media|News|Sales and Marketing|Technology,,operating,USA,New York,1,2008-08-01,2008-08-01,2008,operating,0,1,0
Apps|Ediscovery|Entertainment|Games|iOS|iPad|iPhone|Mac|Music,1344657.37416625,operating,AUS,Perth,2,2011-01-16,2011-10-26,2011,operating,0,1,0
Health Care|Software|Web Tools,40000000.0,operating,USA,Austin,1,2012-03-26,2012-03-26,2003,operating,0,1,0
Apps|Mobile|Startups,400000.0,closed,ISR,Lehavim,2,2010-06-21,2011-04-01,2010,fail,1,0,0
Curated Web|Photography,2600000.0,acquired,USA,San Diego,1,2010-03-30,2010-03-30,2009,success,0,0,1
Messaging|Mobile,583318.0,operating,USA,Kirkland,2,2013-05-04,2013-05-13,2010,operating,0,1,0
Curated Web|Identity|Privacy|Security,646740.0,acquired,ITA,Rome,2,2008-05-16,2009-07-01,2008,success,0,0,1
Information Services,349661.0,operating,ESP,Paterna,1,2008-12-15,2008-12-15,2012,operating,0,1,0
Analytics|User Experience Design|Video,12100000.0,operating,USA,Santa Monica,2,2014-07-03,2015-07-30,2013,operating,0,1,0
iPhone,5000000.0,operating,USA,California,1,2015-04-09,2015-04-09,2012,operating,0,1,0
Delivery,97560.0,operating,BRA,Maringá,1,2013-01-01,2013-01-01,2008,operating,0,1,0
Clean Technology,474116.56105524,operating,GBR,Warrington,4,2014-10-24,2014-10-24,2012,operating,0,1,0
Life Sciences|Medical|Pharmaceuticals,9554140.0,ipo,USA,San Francisco,1,2009-06-10,2009-06-10,2012,success,0,0,1
Apps|Content|Enterprises|Search|Semantic Search,750000.0,operating,USA,Austin,2,2012-10-01,2013-03-01,2012,operating,0,1,0
Consumer Goods|Recipes|Specialty Foods,527000.0,operating,USA,Rockport,1,2015-01-13,2015-01-13,2011,operating,0,1,0
Software,200000.0,operating,KOR,Seongnam,1,2015-07-17,2015-07-17,2015,operating,0,1,0
Computers|Information Services|Software,22000000.0,closed,USA,Lexington,1,2004-01-12,2004-01-12,1999,fail,1,0,0
Content Delivery|Customer Service|Location Based Services|Online Shopping,476660.0,operating,ITA,Turin,1,2014-06-10,2014-06-10,2012,operating,0,1,0
Automotive,200000.0,closed,USA,Anderson,1,2013-06-27,2013-06-27,2012,fail,1,0,0
Software,6797785.0,closed,USA,Concord,3,2009-10-21,2011-03-16,2009,fail,1,0,0
Advertising|Analytics|Biometrics|Broadcasting|Business Intelligence|Business Services|Crowdsourcing|Market Research|Media|Wearables,406011.0,operating,HUN,Budapest,2,2013-11-01,2014-11-01,2013,operating,0,1,0
Biotechnology,150000.0,operating,USA,Chicago,1,2015-04-17,2015-04-17,2010,operating,0,1,0
E-Commerce,5900000.0,operating,USA,San Francisco,2,2012-01-12,2014-08-11,2012,operating,0,1,0
Sports,450000.0,operating,NZL,Auckland,1,2014-08-05,2014-08-05,2013,operating,0,1,0
Biotechnology,88000.0,operating,USA,Boston,1,2009-10-06,2009-10-06,2012,operating,0,1,0
EdTech|Education|Hardware + Software|Health Care Information Technology|Internet of Things,90000.0,operating,GBR,London,2,2014-01-01,2014-10-01,2013,operating,0,1,0
Software,2500000.0,operating,USA,New York,1,2015-05-06,2015-05-06,2012,operating,0,1,0
Software,228934.615713919,closed,USA,San Francisco,1,2014-07-17,2014-07-17,2012,fail,1,0,0
Information Services,1191698.0,operating,USA,Orlando,2,2015-01-26,2015-05-06,2012,operating,0,1,0
Software,6855000.0,operating,USA,Stamford,5,2011-08-16,2013-12-09,2008,operating,0,1,0
Biotechnology,40000000.0,operating,SWE,Stockholm,1,2014-04-16,2014-04-16,2012,operating,0,1,0
Algorithms|Curated Web|Postal and Courier Services,15071350.0,acquired,GBR,London,4,2003-09-15,2007-09-01,2003,success,0,0,1
Software,46500000.0,operating,GBR,Glasgow,1,2007-02-12,2007-02-12,1998,operating,0,1,0
E-Commerce|Fashion,1250000.0,operating,USA,Detroit,1,2014-01-14,2014-01-14,2005,operating,0,1,0
Incentives|Loyalty Programs|Mobile|Restaurants|Software,340000.0,operating,USA,Wilmington,1,2012-02-01,2012-02-01,2012,operating,0,1,0
Software,7095000.0,operating,CAN,Toronto,2,2013-09-16,2015-03-03,2009,operating,0,1,0
Consumer Goods,3800000.0,operating,USA,Los Angeles,1,2013-08-03,2013-08-03,2010,operating,0,1,0
Enterprise Software,51275260.0,operating,USA,San Mateo,7,2002-01-01,2014-01-15,2000,operating,0,1,0
Health Care,2400000.0,operating,USA,Portland,1,2002-08-14,2002-08-14,2000,operating,0,1,0
Biotechnology,84000000.0,ipo,USA,Boston,2,2015-02-02,2015-08-18,2012,success,0,0,1
Software,,closed,USA,Alexandria,1,2004-05-13,2004-05-13,2012,fail,1,0,0
Services|Shipping,251012.182220843,operating,KOR,Incheon,1,2015-08-24,2015-08-24,2015,operating,0,1,0
Software,,closed,USA,Los Angeles,1,2012-09-21,2012-09-21,2012,fail,1,0,0
Software,6500000.0,acquired,CAN,Ottawa,1,2006-02-13,2006-02-13,1994,success,0,0,1
Entertainment|Messaging|Mobile|Social Media,3850000.0,operating,USA,Sunnyvale,6,2011-08-01,2014-12-19,2011,operating,0,1,0
Clean Energy|Gas|Geospatial|Gps|Maps|Mobile|Oil|Real Time|Search|Security|Tracking|Web Development,7430899.0,operating,USA,Denver,4,2004-01-01,2012-12-20,2004,operating,0,1,0
B2B|Sales and Marketing|Social CRM|Social Media|Software,100000.0,operating,ISR,San Francisco,1,2012-12-02,2012-12-02,2012,operating,0,1,0
Web Hosting,14358472.0,acquired,USA,Tampa,4,2006-04-15,2010-01-07,2006,success,0,0,1
Enterprise Software,15000000.0,operating,USA,Deerfield,1,2011-03-16,2011-03-16,2012,operating,0,1,0
Biotechnology,11000000.0,acquired,USA,Pleasanton,2,2007-01-16,2007-03-08,1999,success,0,0,1
Advertising|Big Data|SaaS|Software,18000000.0,operating,USA,New York,2,2013-08-02,2014-09-29,2012,operating,0,1,0
Design|E-Commerce|Fashion|Flash Sales|Gift Card|Jewelry|Marketplaces|Sales and Marketing,275759.0,operating,GBR,London,1,2010-01-01,2010-01-01,2007,operating,0,1,0
Events,1600000.0,operating,JPN,Tokyo,2,2014-04-01,2014-10-28,2011,operating,0,1,0
Games,3675790.0,operating,USA,Dallas,2,2011-10-20,2012-09-06,2011,operating,0,1,0
Colleges|Education|Networking|Social Network Media|Universities,900000.0,operating,USA,Scottsdale,2,2013-08-01,2014-10-21,2011,operating,0,1,0
Biotechnology,7000000.0,acquired,USA,Grafton,1,2004-03-04,2004-03-04,1998,success,0,0,1
Health Diagnostics|Medical Devices,250000.0,operating,USA,Boca Raton,1,2014-08-04,2014-08-04,2012,operating,0,1,0
Software,,operating,USA,Maynard,1,1990-11-09,1990-11-09,1990,operating,0,1,0
Banking|Financial Services|Innovation Management|Investment Management,147000000.0,operating,NGA,Lekki,1,2014-11-24,2014-11-24,1991,operating,0,1,0
Analytics|Big Data|Enterprise Software|Search|Software,1041000000.0,operating,USA,Palo Alto,8,2009-03-16,2014-09-01,2008,operating,0,1,0
Biotechnology,205250.0,operating,USA,Middletown,1,2011-01-08,2011-01-08,2012,operating,0,1,0
Big Data|Big Data Analytics|Machine Learning|Match-Making|Mobile|Real Estate,2400000.0,acquired,CAN,Toronto,2,2013-10-25,2014-12-31,2013,success,0,0,1
Enterprise Software,11000000.0,operating,SGP,Singapore,1,2009-06-01,2009-06-01,1993,operating,0,1,0
Digital Media|Internet Marketing|Local Businesses|Sales and Marketing|Social Media Marketing,,operating,USA,Katonah,1,2012-01-28,2012-01-28,2005,operating,0,1,0
Software,,closed,USA,Hurst,1,2013-02-01,2013-02-01,2012,fail,1,0,0
Analytics,,operating,GBR,London,1,2014-04-16,2014-04-16,2014,operating,0,1,0
Biotechnology|Health Care|Medical,1208791.0,operating,DEU,Freiburg,1,2015-04-29,2015-04-29,2014,operating,0,1,0
Advertising Networks|CRM|Professional Networking|Social Media|Social Network Media,250000.0,operating,USA,Philadelphia,1,2013-08-01,2013-08-01,2013,operating,0,1,0
Biotechnology,18420305.0,operating,USA,St Louis,4,2013-05-20,2015-08-07,2004,operating,0,1,0
Apps|Contact Management|Software,,operating,SGP,Singapore,1,2015-12-01,2015-12-01,2013,operating,0,1,0
Coffee|Delivery|Subscription Service,100000.0,operating,USA,San Francisco,1,2015-09-04,2015-09-04,2015,operating,0,1,0
Finance|Investment Management|Psychology|Social Media|Software|Stock Exchanges,385000.0,operating,USA,Dallas,6,2013-03-06,2014-12-10,2013,operating,0,1,0
Mobile,149499995.0,operating,USA,Tewksbury,5,2012-04-26,2015-02-24,2011,operating,0,1,0
Photo Sharing|Social Media,,operating,JPN,Minato,2,2010-12-01,2014-07-28,2012,operating,0,1,0
Collaboration|Services|Software|Web Design|Web Development,,operating,CHE,Saint Gallen,1,2013-03-01,2013-03-01,2013,operating,0,1,0
Advertising,2000000.0,closed,IND,Bangalore,1,2007-11-29,2007-11-29,2012,fail,1,0,0
App Stores|E-Commerce|Enterprise Software|Marketplaces,,acquired,USA,San Francisco,1,2009-07-15,2009-07-15,1996,success,0,0,1
Apps|Consumer Goods|Groceries|Mobile|Retail,,operating,USA,San Francisco,1,2011-08-04,2011-08-04,2008,operating,0,1,0
E-Commerce,9000000.0,acquired,USA,Boston,1,2004-04-22,2004-04-22,1999,success,0,0,1
Biotechnology,1800000.0,operating,USA,Bellaire,1,2010-02-11,2010-02-11,2009,operating,0,1,0
Software,,operating,USA,San Francisco,1,2013-04-01,2013-04-01,2012,operating,0,1,0
Travel & Tourism,3272251.0,operating,GBR,London,1,2014-09-25,2014-09-25,2013,operating,0,1,0
Curated Web|Web Tools,1000000.0,acquired,ISR,Tel Aviv,1,2008-06-01,2008-06-01,2006,success,0,0,1
Advertising,1123438.42059537,operating,CAN,Montréal,1,2015-11-23,2015-11-23,2009,operating,0,1,0
Big Data Analytics|Data Integration|Software,29050000.0,acquired,USA,Burlington,4,2007-07-01,2011-12-19,2007,success,0,0,1
Software,264000.0,operating,ISR,San Francisco,1,2014-04-01,2014-04-01,2012,operating,0,1,0
Mobile|Telecommunications|Wireless,3040733.0,operating,SWE,Malmö,2,2012-09-12,2012-09-12,2009,operating,0,1,0
Gift Card|Hospitality|Mobile|Mobile Commerce|Nightlife|Social Network Media,9750000.0,operating,USA,Seattle,4,2012-02-16,2015-10-09,2012,operating,0,1,0
Mobile Payments,322917.0,operating,KOR,Seoul,1,2012-11-22,2012-11-22,2012,operating,0,1,0
Curated Web|Games|Reviews and Recommendations|Social Media|Technology,435953.0,closed,USA,Beverly Hills,4,2009-02-10,2010-06-12,2010,fail,1,0,0
Biotechnology,23896231.0,operating,USA,South San Francisco,2,2013-12-03,2015-10-08,2008,operating,0,1,0
Curated Web,750000.0,operating,USA,Milwaukee,1,2008-02-08,2008-02-08,2007,operating,0,1,0
Business Services,50000.0,closed,USA,San Francisco,1,2012-01-01,2012-01-01,2012,fail,1,0,0
Security,542274.0,operating,USA,Oklahoma City,1,2009-09-23,2009-09-23,2007,operating,0,1,0
Banking|Identity|Mobile|Payments|Risk Management|Software,45958.0,operating,IRL,Dublin,1,2014-09-03,2014-09-03,2007,operating,0,1,0
Health Care,95000000.0,operating,CHN,Nantong,3,2008-10-01,2012-06-01,2012,operating,0,1,0
Software,1000000.0,operating,IND,Chennai,1,2006-04-21,2006-04-21,2012,operating,0,1,0
E-Commerce|Fuels,72500.0,operating,USA,Irving,1,2015-04-07,2015-04-07,2014,operating,0,1,0
Office Space|Real Estate|Web Hosting,,closed,USA,Boston,1,2013-09-23,2013-09-23,2013,fail,1,0,0
Health and Wellness,22000000.0,operating,USA,Cleveland,1,2014-08-12,2014-08-12,2008,operating,0,1,0
Cloud Computing|Content|Internet,1000000.0,operating,USA,Palo Alto,1,2015-05-12,2015-05-12,2014,operating,0,1,0
CRM|Mobile|Sales and Marketing|Software,250000.0,operating,USA,Hoboken,3,2012-07-19,2014-08-07,2012,operating,0,1,0
Software,,acquired,USA,Arlington,1,1996-09-17,1996-09-17,1984,success,0,0,1
Manufacturing,,operating,USA,San Francisco,1,2012-09-29,2012-09-29,2012,operating,0,1,0
Apps|Augmented Reality,150000.0,operating,MYS,George Town,1,2015-07-25,2015-07-25,2014,operating,0,1,0
Travel & Tourism,3380000.0,operating,USA,Altamonte Springs,1,2003-11-18,2003-11-18,2012,operating,0,1,0
Android|Apps|Messaging|Software|VoIP,950000.0,operating,ISR,Petah Tiqva,1,2012-08-01,2012-08-01,2012,operating,0,1,0
Accounting|CRM|PaaS|Software,500000.0,operating,USA,San Mateo,1,2014-08-20,2014-08-20,2000,operating,0,1,0
Digital Media|EdTech|Education|Media|Technology|Textbooks,86000000.0,operating,USA,San Mateo,7,2009-11-01,2015-04-02,2006,operating,0,1,0
E-Commerce,3300000.0,operating,USA,Atlanta,4,2012-06-19,2015-10-01,2013,operating,0,1,0
Clean Technology,4999929.0,operating,USA,Gambrills,1,2009-11-30,2009-11-30,2009,operating,0,1,0
Consumer Electronics,178559.0,operating,FRA,Saint-prix,1,2015-07-13,2015-07-13,2014,operating,0,1,0
Biotechnology,55367098.0,operating,USA,Redwood City,3,2011-05-25,2015-05-04,2007,operating,0,1,0
Curated Web,10000000.0,operating,USA,Boston,2,2014-04-07,2014-09-08,2011,operating,0,1,0
Curated Web,250000.0,operating,USA,Richardson,2,2014-03-17,2014-09-20,2013,operating,0,1,0
Private Social Networking|Sports,100000.0,operating,USA,New York,1,2014-01-01,2014-01-01,2014,operating,0,1,0
Software,,operating,USA,San Francisco,1,2009-01-01,2009-01-01,2012,operating,0,1,0
Software,,operating,USA,New Haven,1,2014-09-16,2014-09-16,2014,operating,0,1,0
Biotechnology,3099458.0,operating,USA,Seattle,3,2012-04-21,2015-08-18,2012,operating,0,1,0
Hospitality,6000000.0,operating,IND,Bengaluru,1,2015-06-23,2015-06-23,2015,operating,0,1,0
Biotechnology,6916666.0,operating,USA,Somerville,1,2008-02-15,2008-02-15,2012,operating,0,1,0
Curated Web,55593417.0,operating,USA,Duluth,7,2010-06-11,2015-06-25,2010,operating,0,1,0
Mobile,,operating,USA,San Francisco,1,2014-04-01,2014-04-01,2012,operating,0,1,0
Mobile,13400000.0,operating,USA,Seattle,3,2011-04-26,2014-06-10,2011,operating,0,1,0
EdTech|Education,4000000.0,operating,IND,Bangalore,1,2013-06-28,2013-06-28,2011,operating,0,1,0
Human Resources|SaaS|Technology,1507962.0,operating,CAN,Vancouver,2,2013-01-01,2015-06-01,2012,operating,0,1,0
Entertainment,30000000.0,operating,MYS,Kuala Lumpur,1,2015-04-23,2015-04-23,2014,operating,0,1,0
Design|E-Commerce|Furniture|Home & Garden,81057005.0,operating,GBR,London,4,2010-03-21,2015-07-19,2010,operating,0,1,0
Android|EdTech|Education|iOS|Kids|Mobile|Toys,78461.0,operating,CAN,Kitchener,2,2013-08-05,2014-06-01,2013,operating,0,1,0
Enterprise Software,23950000.0,operating,USA,Larkspur,5,2007-06-19,2013-09-19,2001,operating,0,1,0
Medical,,operating,USA,West Milford,1,2015-04-03,2015-04-03,2014,operating,0,1,0
Dietary Supplements|Fitness|Nutrition|Personal Health,100000.0,operating,CAN,Vancouver,1,2013-07-20,2013-07-20,2011,operating,0,1,0
Software,2200000.0,closed,USA,San Francisco,1,2006-11-15,2006-11-15,2012,fail,1,0,0
Automotive|Big Data|Email|Software,776498.0,operating,USA,New York,1,2014-09-12,2014-09-12,2012,operating,0,1,0
E-Commerce|Finance|FinTech|Mobile Payments|Payments|Point of Sale|SaaS|Transaction Processing,23491958.0,operating,CAN,Vancouver,8,2011-01-01,2015-05-27,2011,operating,0,1,0
Software,1222000.0,operating,USA,Minneapolis,2,2013-07-22,2014-10-28,2011,operating,0,1,0
Finance Technology|Financial Services|Startups|Venture Capital,950000.0,operating,USA,San Francisco,2,2013-10-01,2014-03-01,2012,operating,0,1,0
Accounting|Classifieds|Internet|Real Estate|Realtors|Search,1000000.0,operating,POL,Gdynia,1,2011-02-17,2011-02-17,2008,operating,0,1,0
Biotechnology,4000000.0,acquired,USA,San Francisco,1,2007-01-24,2007-01-24,2012,success,0,0,1
Software,,operating,USA,Torrance,1,2013-11-05,2013-11-05,1958,operating,0,1,0
Curated Web,10000000.0,ipo,USA,Knoxville,1,2010-03-01,2010-03-01,1994,success,0,0,1
Events|Home Owners,1420921.0,operating,GBR,London,1,2014-04-09,2014-04-09,2012,operating,0,1,0
Web Hosting,92800000.0,acquired,USA,Santa Clara,5,2001-01-01,2008-04-01,2000,success,0,0,1
Colleges|E-Commerce|Textbooks,50000.0,operating,USA,Sandy,1,2010-09-01,2010-09-01,2010,operating,0,1,0
Hospitality,250000.0,operating,USA,Montclair,1,2014-06-24,2014-06-24,2012,operating,0,1,0
Health Care|Medical|Medical Devices,300000.0,operating,USA,Beachwood,1,2007-07-30,2007-07-30,2012,operating,0,1,0
Food Processing,,operating,USA,Hume,1,2015-10-16,2015-10-16,2012,operating,0,1,0
Games|VoIP,,operating,UKR,Kiev,1,2013-07-12,2013-07-12,2011,operating,0,1,0
Mobile,500000.0,closed,USA,Palo Alto,1,2008-05-01,2008-05-01,2008,fail,1,0,0
Health and Wellness,110000.0,operating,USA,Cambridge,1,2014-08-01,2014-08-01,2014,operating,0,1,0
Enterprise Software,109046753.0,operating,USA,St. Petersburg,4,2009-10-19,2013-08-26,2006,operating,0,1,0
Publishing|Social Media,5000000.0,operating,USA,New York,2,2007-05-01,2008-09-17,2007,operating,0,1,0
Health Care,4537001.0,operating,USA,Brentwood,1,2012-04-24,2012-04-24,2012,operating,0,1,0
Marketplaces,70000000.0,operating,USA,Dallas,2,2015-02-23,2015-09-24,2012,operating,0,1,0
Hospitality,,operating,USA,Burlington,1,2013-09-30,2013-09-30,2013,operating,0,1,0
Robotics,32594.0,operating,JPN,Osaka-shi,1,2015-03-05,2015-03-05,2006,operating,0,1,0
Innovation Engineering,200000.0,operating,USA,San Francisco,1,2014-01-31,2014-01-31,2012,operating,0,1,0
Mobile Payments|Point of Sale|Small and Medium Businesses,70593.0,operating,PER,Lima,2,2014-09-02,2015-04-01,2013,operating,0,1,0
Biotechnology,250000.0,operating,USA,Scottsdale,1,2012-08-03,2012-08-03,2007,operating,0,1,0
Enterprise Software|Networking,2960000.0,operating,USA,Mountain View,3,2007-12-01,2015-08-03,2007,operating,0,1,0
Education|Internet|SaaS,3000000.0,operating,GBR,London,2,2013-06-01,2015-06-09,2014,operating,0,1,0
Education|Trading,100000.0,operating,USA,Chicago,1,2012-09-01,2012-09-01,2012,operating,0,1,0
Biotechnology,11898299.0,operating,USA,Emeryville,5,2010-03-03,2014-01-28,2008,operating,0,1,0
Doctors|Health Care|Medical|mHealth|Mobile Health,1500000.0,operating,USA,Boston,1,2015-07-15,2015-07-15,2014,operating,0,1,0
Biotechnology|Health Diagnostics,21641253.0,operating,GBR,Oxton,9,2005-03-22,2015-07-30,2004,operating,0,1,0
Mobile,4050000.0,operating,USA,Walnut Creek,1,2006-07-18,2006-07-18,2012,operating,0,1,0
Exercise|Health and Wellness|Mobile|Sports,25000.0,operating,USA,Redwood City,1,2014-03-01,2014-03-01,2014,operating,0,1,0
Information Technology|Software,2054488.0,operating,CHE,Zürich,2,2013-02-01,2014-06-01,2010,operating,0,1,0
Career Management|Human Resources|Recruiting|Social Recruiting,250000.0,closed,ISR,Tel Aviv,1,2012-07-01,2012-07-01,2012,fail,1,0,0
Photography|Video,,operating,USA,San Francisco,1,2015-06-17,2015-06-17,2013,operating,0,1,0
Biotechnology,77999989.8627303,ipo,USA,San Francisco,5,2002-11-01,2014-12-18,2001,success,0,0,1
Internet|Web Hosting,25000.0,operating,USA,San Francisco,1,2005-05-01,2005-05-01,2003,operating,0,1,0
Curated Web|Entertainment|Facebook Applications|Media|Photo Sharing|Social Media|Technology|Twitter Applications|Video Streaming,535000.0,operating,USA,Boston,1,2013-03-06,2013-03-06,2011,operating,0,1,0
Biotechnology,11042572.0,acquired,USA,Monmouth Junction,2,2009-11-03,2010-06-25,2012,success,0,0,1
Biotechnology|Early-Stage Technology|Medical,1600000.0,operating,USA,Pittsburgh,2,2012-05-22,2013-10-27,2012,operating,0,1,0
Curated Web,25000.0,operating,USA,New York,2,2012-01-09,2013-05-14,2011,operating,0,1,0
Film|Games|Video,500000.0,acquired,USA,Miami,1,2010-11-01,2010-11-01,2012,success,0,0,1
Biotechnology,6570000.0,operating,FRA,Ivry-sur-seine,3,2009-11-18,2015-02-03,2008,operating,0,1,0
3D Printing|iPad|Kids,600000.0,operating,USA,New York,1,2013-10-07,2013-10-07,2013,operating,0,1,0
Apps|Mobile|Social Media,200000.0,operating,KOR,Pangyo,1,2014-04-17,2014-04-17,2013,operating,0,1,0
